,0
0,0.156
1,0.1741
2,0.1333
3,0.1876
4,0.1184
5,0.1877
6,0.2434
7,0.3002
8,0.2598
9,0.3495
10,0.1541
11,0.4589
12,0.2459
13,0.4731
14,0.3625
15,0.4633
16,0.4224
17,0.4341
18,0.4461
19,0.7494
20,1.1012
21,1.4804
22,1.6643
23,0.8784
24,0.4598
25,0.3908
26,0.3414
27,0.1786
28,1.843
29,1.5014
30,2.8422
31,3.1076
32,0.5557
33,0.3147
34,0.142
35,0.3796
36,0.1913
37,0.3231
38,0.2482
39,1.469
40,1.7036
41,0.271
42,0.7756
43,0.1931
44,4.0228
45,0.5161
46,0.5565
47,0.8365
48,0.349
49,3.7702
50,0.5752
51,0.3618
52,0.2707
53,3.7555
54,1.1057
55,3.0025
56,0.4466
57,0.3407
58,0.2728
59,0.3006
60,0.2239
61,0.3097
62,0.2164
63,0.9203
64,0.5185
65,0.2601
66,61.1503
67,67.8259
68,10.4525
69,10.3907
70,10.3728
71,10.8417
72,10.109
73,4.0748
74,0.248
75,5.8491
76,10.1156
77,10.3303
78,10.2667
79,10.4391
80,10.4945
81,9.7142
82,2.4544
83,0.1589
84,7.7333
85,0.2664
86,0.2443
87,0.2433
88,0.1389
89,1.3044
90,10.5494
91,0.1604
92,0.2123
93,0.2374
94,0.2305
95,0.1195
96,0.2503
97,0.226
98,0.3981
99,0.2221
100,0.2048
101,0.1466
102,0.1905
103,10.4488
104,10.5403
105,0.1822
106,0.209
107,0.2226
108,9.3048
109,0.1483
110,0.1541
111,0.1412
112,0.156
113,0.1857
114,0.1349
115,0.3906
116,0.195
117,2.7651
118,1.9487
119,0.2055
120,0.2713
121,0.3871
122,0.1633
123,0.1786
124,0.1858
125,0.6111
126,1.9688
127,0.157
128,7.7492
129,0.4548
130,0.2464
131,0.519
132,0.3226
133,0.6786
134,0.7023
135,0.4893
136,0.2159
137,0.2847
138,7.2412
139,0.3414
140,0.7035
141,0.3446
142,0.4538
143,0.2216
144,0.2701
145,0.2555
146,0.2081
147,0.2337
148,0.2461
149,0.5153
150,8.8169
151,0.3146
152,0.319
153,0.3003
154,0.2188
155,0.417
156,0.2502
157,0.261
158,0.2948
159,0.3058
160,0.2647
161,7.4294
162,0.5585
163,0.3227
164,0.2569
165,0.3154
166,0.4167
167,0.4069
168,0.177
169,0.2089
170,0.6641
171,0.3618
172,0.3062
173,0.297
174,2.1446
175,0.1401
176,0.3249
177,0.3838
178,0.1764
179,0.2573
180,0.4256
181,0.5455
182,0.1906
183,0.2985
184,0.2978
185,0.3031
186,0.2197
187,0.2997
188,0.2554
189,0.3247
190,0.3125
191,0.2643
192,0.3243
193,0.4461
194,1.9762
195,1.2172
196,0.279
197,0.361
198,0.2221
199,0.3247
200,0.5522
201,0.993
202,0.2549
203,0.2545
204,0.6333
205,0.566
206,0.7379
207,5.2748
208,0.568
209,0.2589
210,0.4306
211,0.4607
212,0.5322
213,0.3079
214,0.8164
215,0.3459
216,0.4056
217,5.2124
218,0.4223
219,1.4057
220,0.5594
221,0.298
222,0.3647
223,0.6767
224,0.6059
225,3.9111
226,0.384
227,0.3824
228,0.3306
229,0.7208
230,0.485
231,1.4864
232,0.33
233,0.302
234,0.3836
235,1.1074
236,0.2663
237,0.5541
238,0.3934
239,0.8722
240,0.2839
241,0.5303
242,0.2811
243,1.2658
244,3.2663
245,0.6607
246,0.5681
247,0.2314
248,1.3974
249,1.8921
250,0.3938
251,0.2052
252,2.0233
253,0.4112
254,0.3525
255,0.4574
256,0.8164
257,0.5821
258,0.3556
259,1.5092
260,0.6352
261,2.0681
262,0.5165
263,2.7538
264,0.3833
265,0.254
266,1.2314
267,0.2815
268,3.6199
269,0.1683
270,0.5522
271,1.1732
272,2.5367
273,0.2953
274,0.2982
275,0.279
276,0.5016
277,0.2315
278,0.3136
279,0.2566
280,2.5819
281,0.2735
282,3.4173
283,2.0342
284,0.7036
285,0.6138
286,4.8446
287,0.2143
288,0.3137
289,0.2474
290,0.2605
291,1.1382
292,1.6156
293,0.2158
294,0.2927
295,0.5097
296,1.1494
297,0.2116
298,1.0281
299,1.2997
300,1.7198
301,1.4828
302,0.2893
303,3.8999
304,0.2321
305,0.3493
306,0.4033
307,3.5945
308,0.2945
309,0.6177
310,0.4904
311,1.0094
312,4.3208
313,0.5056
314,0.5226
315,0.6797
316,0.2765
317,0.6612
318,0.2824
319,0.1723
320,1.597
321,0.323
322,0.3608
323,0.4989
324,0.3675
325,2.1421
326,1.5614
327,0.4079
328,0.561
329,0.3561
330,0.252
331,0.2385
332,0.2986
333,0.1944
334,0.4209
335,2.1379
336,0.9575
337,0.2966
338,0.3859
339,0.7467
340,0.1943
341,0.9334
342,0.3515
343,3.1608
344,0.2624
345,0.3391
346,3.4117
347,0.3389
348,0.3539
349,3.6448
350,2.6868
351,0.4132
352,0.462
353,0.3538
354,0.5429
355,0.4939
356,0.3388
357,3.5829
358,2.559
359,3.491
360,0.352
361,0.4974
362,0.2898
363,0.3112
364,0.2273
365,0.197
366,0.3022
367,0.2226
368,0.3357
369,0.3354
370,0.5933
371,1.0274
372,1.8766
373,0.4194
374,0.5584
375,2.9849
376,2.8935
377,0.4921
378,0.4915
379,0.2212
380,1.0735
381,0.2927
382,0.7741
383,0.7862
384,0.3426
385,0.5153
386,0.5561
387,1.0141
388,0.8538
389,3.814
390,4.03
391,0.3532
392,1.2663
393,1.4658
394,0.4087
395,0.2604
396,5.3392
397,1.4867
398,1.0508
399,0.2343
400,0.2828
401,1.2176
402,0.2207
403,0.4006
404,0.282
405,0.2888
406,0.4918
407,0.3945
408,5.8201
409,0.2664
410,0.3186
411,0.9198
412,0.2356
413,0.1872
414,0.4036
415,0.7931
416,0.2659
417,0.7878
418,0.4201
419,0.606
420,0.3244
421,0.2772
422,0.9785
423,0.6791
424,1.4594
425,0.3529
426,0.1554
427,4.5467
428,0.3867
429,0.3196
430,0.6568
431,0.3581
432,0.3167
433,0.422
434,0.2854
435,1.5641
436,4.2943
437,0.2003
438,0.1944
439,1.2134
440,3.6194
441,0.1886
442,0.4097
443,0.1793
444,0.6951
445,0.1939
446,0.3481
447,0.2003
448,0.3225
449,0.3621
450,0.269
451,0.2305
452,0.289
453,1.562
454,0.3446
455,0.2778
456,1.5385
457,3.1725
458,0.3723
459,0.6598
460,0.3634
461,2.7202
462,3.2756
463,0.4147
464,0.2447
465,4.1508
466,0.2289
467,3.4938
468,1.1652
469,2.9539
470,0.2467
471,0.6188
472,1.8609
473,0.2205
474,0.473
475,0.5217
476,0.4669
477,0.6604
478,0.5754
479,1.797
480,1.3361
481,0.3712
482,3.089
483,0.3146
484,1.3783
485,3.3755
486,0.2455
487,0.7131
488,3.2566
489,3.6172
490,0.5831
491,0.3315
492,0.534
493,3.7782
494,2.1144
495,0.3784
496,1.9187
497,1.1982
498,0.3171
499,0.3831
500,0.4094
501,0.2896
502,0.3693
503,0.4052
504,2.62
505,0.2917
506,0.2857
507,0.3088
508,0.2261
509,0.349
510,0.7452
511,0.429
512,0.3524
513,0.5982
514,0.8949
515,3.0423
516,2.3782
517,2.2758
518,0.3838
519,2.5503
520,1.1462
521,0.2221
522,2.7483
523,0.3642
524,0.3628
525,0.3168
526,0.5057
527,3.7122
528,3.2649
529,0.1792
530,0.4637
531,1.0737
532,0.9985
533,0.3444
534,0.6034
535,0.3678
536,0.5145
537,4.0506
538,1.5395
539,1.4814
540,0.4616
541,0.5221
542,0.8637
543,0.5431
544,2.5249
545,0.2428
546,0.8913
547,0.3528
548,1.8907
549,0.3535
550,0.1949
551,0.3324
552,1.0085
553,0.5253
554,0.2986
555,0.2957
556,1.7004
557,1.3562
558,2.263
559,2.7296
560,1.3873
561,0.2341
562,1.8609
563,1.8748
564,1.0775
565,0.9503
566,0.4967
567,0.8479
568,0.2235
569,2.2161
570,1.0507
571,2.5523
572,1.2418
573,0.8431
574,0.5014
575,2.6079
576,1.1823
577,0.3988
578,0.3125
579,0.4266
580,0.591
581,3.3439
582,0.4203
583,0.5379
584,2.4391
585,2.1183
586,0.4176
587,0.428
588,0.835
589,1.7987
590,5.4539
591,0.3925
592,2.1804
593,0.2372
594,0.3515
595,6.0399
596,0.4704
597,0.3169
598,0.6663
599,0.311
600,0.185
601,0.218
602,0.4914
603,0.6915
604,0.4199
605,1.5957
606,0.3839
607,0.2396
608,2.6086
609,0.4128
610,0.5714
611,0.4714
612,0.3302
613,0.4129
614,0.5642
615,5.0245
616,2.932
617,0.2756
618,0.7342
619,0.7908
620,0.3446
621,0.8141
622,0.4108
623,0.3922
624,4.565
625,0.4081
626,0.8468
627,0.3462
628,2.0238
629,0.2938
630,0.4696
631,0.3104
632,0.9251
633,1.2882
634,0.335
