,0
0,0.6418
1,0.4647
2,0.5164
3,0.254
4,0.6752
5,0.2806
6,0.457
7,0.9678
8,0.7994
9,0.9204
10,0.1438
11,2.4689
12,0.598
13,0.295
14,0.3366
15,0.2987
16,0.247
17,0.4837
18,0.3344
19,0.4625
20,1.1262
21,0.4129
22,0.7124
23,0.4355
24,2.7366
25,0.3238
26,1.6658
27,0.1966
28,1.6864
29,0.7516
30,1.7487
31,0.2067
32,0.548
33,0.3916
34,3.9972
35,0.3218
36,3.3494
37,0.5195
38,0.3537
39,0.248
40,0.4237
41,0.4084
42,0.3737
43,0.2716
44,3.3362
45,0.5112
46,0.4686
47,0.3771
48,0.5037
49,0.3031
50,1.0153
51,0.5225
52,0.4697
53,2.8399
54,0.503
55,2.5537
56,1.4193
57,0.2204
58,0.2472
59,10.1613
60,10.135
61,10.1479
62,10.5715
63,10.156
64,6.1654
65,5.184
66,60.8933
67,10.1425
68,10.3094
69,10.6903
70,10.3847
71,10.3605
72,10.7429
73,0.5622
74,0.1397
75,3.5456
76,10.2372
77,10.4051
78,10.5295
79,11.0262
80,10.5662
81,8.4621
82,2.0643
83,3.2194
84,0.1903
85,5.4412
86,10.9632
87,0.1514
88,0.1606
89,0.228
90,0.1658
91,0.1331
92,0.1734
93,10.4665
94,0.1924
95,0.2844
96,0.2439
97,0.1626
98,0.1298
99,0.1132
100,0.2233
101,0.1241
102,0.2737
103,0.1713
104,0.1767
105,0.1506
106,0.1797
107,0.1951
108,0.1584
109,0.1513
110,0.1386
111,10.4669
112,8.9976
113,0.3529
114,0.3021
115,0.1588
116,1.6913
117,0.281
118,0.2976
119,1.3134
120,3.3238
121,0.1471
122,2.2619
123,1.3961
124,0.2716
125,0.238
126,0.2598
127,0.1502
128,0.2437
129,0.2193
130,0.4131
131,0.4514
132,0.2142
133,0.2509
134,0.3147
135,0.2678
136,0.1685
137,0.2402
138,0.203
139,0.4732
140,0.1799
141,0.2708
142,0.2884
143,0.3007
144,0.2377
145,1.4712
146,0.3573
147,0.2095
148,0.3214
149,0.5265
150,6.8436
151,0.1686
152,9.1196
153,0.3307
154,0.1664
155,0.2966
156,0.3236
157,0.2603
158,0.2601
159,0.3377
160,0.2247
161,0.3596
162,0.2117
163,0.2991
164,0.2303
165,0.2919
166,0.4889
167,7.2031
168,8.0275
169,0.2523
170,0.2304
171,2.3458
172,0.4677
173,0.9694
174,0.6673
175,0.2438
176,7.9167
177,0.2224
178,0.2012
179,0.5879
180,0.3339
181,0.3202
182,0.4661
183,0.3367
184,0.4679
185,0.1471
186,0.2421
187,5.8857
188,0.7762
189,0.2289
190,0.1877
191,0.1854
192,0.3237
193,5.3743
194,0.3205
195,0.2553
196,0.1963
197,0.4099
198,0.4553
199,0.395
200,1.7602
201,0.9447
202,1.6688
203,0.3161
204,0.2992
205,0.2353
206,0.4913
207,0.4739
208,0.3856
209,0.5974
210,3.2674
211,0.2697
212,1.6741
213,3.3591
214,1.809
215,0.5819
216,3.3158
217,0.3146
218,0.2997
219,0.877
220,0.6432
221,0.3909
222,0.3042
223,0.3919
224,0.4786
225,1.7874
226,0.3553
227,1.6386
228,0.2227
229,1.52
230,0.265
231,1.9974
232,0.3095
233,0.7931
234,0.671
235,1.6492
236,0.3985
237,0.3125
238,0.4848
239,0.4879
240,0.9382
241,0.4912
242,2.4481
243,0.3636
244,3.0483
245,0.2646
246,0.5329
247,0.4072
248,0.3229
249,0.6956
250,0.3963
251,0.2837
252,2.4615
253,0.2965
254,1.0832
255,1.2898
256,1.4768
257,0.2309
258,1.5381
259,0.325
260,1.9297
261,0.3421
262,0.2934
263,0.3632
264,0.2769
265,0.3852
266,0.4772
267,0.4394
268,0.3355
269,4.2974
270,0.1899
271,0.2866
272,0.2209
273,0.5886
274,1.6185
275,0.5597
276,3.7524
277,0.8208
278,0.3156
279,0.255
280,0.2815
281,0.2705
282,1.6007
283,0.4452
284,0.3662
285,1.5018
286,3.7754
287,0.4419
288,0.3158
289,1.7398
290,0.3164
291,0.3249
292,0.4045
293,0.3619
294,0.8172
295,3.6973
296,0.2782
297,1.8749
298,0.3787
299,0.4001
300,0.3483
301,0.3271
302,0.3827
303,0.2362
304,0.6678
305,0.3733
306,0.8192
307,1.3097
308,0.9997
309,1.5316
310,2.2167
311,0.4311
312,0.3376
313,0.3867
314,0.1763
315,0.3299
316,0.3582
317,0.2344
318,0.7094
319,2.2091
320,0.5041
321,0.2859
322,1.461
323,0.283
324,3.1055
325,0.3391
326,0.1957
327,0.3143
328,0.3999
329,1.6824
330,1.8967
331,1.6885
332,0.323
333,0.6967
334,0.2183
335,0.3639
336,1.7434
337,0.5007
338,0.3994
339,0.4089
340,0.9485
341,0.3059
342,0.2202
343,0.3944
344,0.4526
345,2.8964
346,3.1575
347,3.7271
348,0.342
349,1.1183
350,0.6751
351,1.1931
352,0.212
353,0.4787
354,0.5196
355,0.3145
356,0.1941
357,2.0998
358,0.3582
359,0.2322
360,0.4686
361,0.4418
362,0.814
363,3.2088
364,0.4484
365,0.2682
366,0.301
367,0.2954
368,0.1671
369,0.8517
370,1.548
371,0.5309
372,0.6564
373,0.5813
374,0.6175
375,3.4236
376,1.0354
377,0.2235
378,0.4245
379,0.5479
380,3.1744
381,3.9836
382,1.4758
383,2.0217
384,1.6311
385,0.5311
386,0.5386
387,0.2751
388,0.2393
389,0.4385
390,0.2755
391,0.2849
392,0.4136
393,0.1628
394,0.5416
395,0.3723
396,0.4858
397,0.5435
398,0.8689
399,0.261
400,0.2058
401,1.226
402,6.0128
403,0.4208
404,0.6612
405,0.5404
406,0.387
407,0.8894
408,1.1746
409,0.3481
410,1.7733
411,0.9166
412,0.5631
413,2.5788
414,2.3211
415,0.2556
416,0.3874
417,0.3781
418,0.4607
419,0.4337
420,0.2042
421,0.4382
422,0.3547
423,0.2897
424,1.4407
425,0.2567
426,0.6432
427,0.2646
428,0.822
429,0.9659
430,0.5842
