,0
0,0.4462
1,1.4864
2,1.7855
3,1.434
4,1.0453
5,0.9479
6,0.9405
7,1.0064
8,1.0826
9,1.1207
10,1.549
11,1.8682
12,0.7494
13,1.352
14,1.9024
15,1.5561
16,1.9429
17,0.8228
18,0.933
19,1.5486
20,0.5707
21,0.7204
22,1.782
23,1.7511
24,1.5536
25,0.7676
26,1.3265
27,1.1544
28,1.3106
29,1.3264
30,1.4666
31,1.5195
32,0.7361
33,4.6829
34,8.7239
35,0.8587
36,0.502
37,3.4606
38,1.1436
39,0.4035
40,0.8624
41,1.0343
42,0.8877
43,0.8385
44,0.2899
45,0.6171
46,0.1908
47,0.2125
48,0.809
49,3.6031
50,1.306
51,0.3203
52,0.4957
53,1.7815
54,0.241
55,1.3323
56,0.1769
57,0.6694
58,0.1972
59,1.0291
60,0.3181
61,0.3212
62,1.1926
63,0.2015
64,2.547
65,1.8559
66,0.4188
67,0.3813
68,0.1966
69,0.6158
70,1.0968
71,0.925
72,1.0147
73,0.9974
74,1.0087
75,1.626
76,0.9026
77,1.9209
78,0.2291
79,0.3606
80,0.1951
81,0.2755
82,0.8051
83,0.1046
84,0.6321
85,0.268
86,0.705
87,0.7249
88,0.26
89,0.2179
90,0.194
91,0.2787
92,0.3137
93,0.1565
94,0.1835
95,0.2528
96,0.3138
97,0.2413
98,0.5451
99,0.2229
100,0.3044
101,0.4407
102,1.7177
103,0.3722
104,0.2405
105,0.3545
106,0.1717
107,0.2865
108,0.1885
109,0.1748
110,1.5241
111,0.1791
112,0.3202
113,0.1309
114,0.1665
115,0.2209
116,0.1954
117,0.3816
118,0.3152
119,0.3365
120,0.4647
121,0.2505
122,0.1348
123,0.116
124,0.2223
125,0.1458
126,0.205
127,0.7119
128,0.1969
129,0.2322
130,0.1369
131,0.9641
132,0.3394
133,0.2031
134,0.3261
135,0.2436
136,0.1391
137,0.2006
138,1.4015
139,0.2261
140,0.364
141,0.1469
142,0.2497
143,1.4794
144,0.2277
145,0.3537
146,1.7027
147,1.2557
148,0.1338
149,0.1962
150,0.2934
151,0.2581
152,0.2212
153,0.162
154,0.2092
155,0.2238
156,1.453
157,1.5069
158,0.1109
159,0.124
160,1.2788
161,0.197
162,0.1783
163,0.1282
164,0.2407
165,0.1199
166,0.3026
167,0.4786
168,0.8064
169,0.1746
170,0.2293
171,0.2075
172,0.2144
173,0.1632
174,0.51
175,0.227
176,0.1402
177,0.2571
178,0.2526
179,0.286
180,0.2841
181,0.211
182,0.3867
183,0.2622
184,0.4587
185,0.1997
186,0.3764
187,0.279
188,0.1904
189,0.1791
190,0.9451
191,0.2276
192,0.2592
193,0.2238
194,0.2519
195,0.1974
196,0.2317
197,0.3468
198,0.2964
199,0.187
200,0.1406
201,0.3759
202,0.2324
203,0.3003
204,0.449
205,2.402
206,3.5504
207,0.1093
208,0.7196
209,1.9271
210,2.3848
211,0.3401
212,0.2324
213,0.1308
214,0.6002
215,5.1331
216,0.1489
217,0.1532
218,0.4525
219,0.1243
220,0.2615
221,0.2651
222,1.1037
223,1.2555
224,2.4806
225,0.198
226,0.1531
227,0.1089
228,0.1978
229,0.2102
230,0.4746
231,0.4461
232,0.2496
233,0.1934
234,0.1665
235,0.203
236,0.176
237,0.1733
238,0.7012
239,0.1542
240,0.2641
241,0.3335
242,0.099
243,1.4002
244,0.6166
245,0.9427
246,0.1823
247,0.3417
248,0.5058
249,0.27
250,0.3166
251,0.4556
252,0.6105
253,0.2821
254,0.2004
255,0.3073
256,0.217
257,0.1468
258,0.3296
259,0.3979
260,0.4154
261,0.3315
262,0.2249
263,0.1512
264,0.4415
265,0.155
266,0.2151
267,0.3577
268,0.444
269,0.3572
270,0.188
271,0.2604
272,0.6733
273,0.516
274,0.2851
275,0.2335
276,0.3587
277,0.3317
278,0.1774
279,0.3354
280,0.4873
281,0.5707
282,0.2103
283,0.2471
284,0.3171
285,0.1938
286,0.3015
287,0.8307
288,1.0841
289,0.9219
290,0.5602
291,0.1342
292,0.2159
293,0.2521
294,0.2996
295,0.2603
296,1.0693
297,0.1596
298,0.1732
299,0.1512
300,0.3283
301,0.1713
302,0.4102
303,0.1584
304,0.4888
305,0.2825
306,0.659
307,0.2379
308,0.3577
309,0.4358
310,0.489
311,0.2068
312,0.1702
313,0.329
314,0.6569
315,0.5095
316,0.1912
317,0.5059
318,0.1365
319,0.8418
320,0.1976
321,0.2269
322,0.1821
323,0.1998
324,0.1604
325,0.1599
326,0.2637
327,0.1936
328,0.3867
329,0.5795
330,0.3471
331,0.2034
332,0.1145
333,0.2015
334,0.1559
335,0.2389
336,0.2394
337,0.4559
338,0.8553
339,0.219
340,0.5333
341,0.2766
342,0.4914
343,0.1683
344,0.2302
345,0.5352
346,0.2069
347,0.3963
348,0.2793
349,0.2267
350,0.4075
351,0.1816
352,0.2495
353,0.2172
354,1.032
355,0.3107
356,0.2737
357,0.3807
358,0.3537
359,0.1762
360,1.2302
361,0.4067
362,0.3455
363,0.3621
364,0.2888
365,0.1619
366,0.1409
367,0.3415
368,0.3915
369,0.3878
370,0.3283
371,0.2632
372,0.2089
373,0.1471
374,0.6423
375,0.3064
376,0.1601
377,0.2063
378,0.2624
379,1.1339
380,0.3089
381,0.5797
382,0.1518
383,0.326
384,0.4291
385,0.3396
386,0.2566
387,0.4745
388,0.2679
389,0.1747
390,0.7469
391,0.5339
392,0.3614
393,0.2114
394,0.2278
395,0.4256
396,0.1642
397,0.1995
398,0.3925
399,0.1226
400,0.4123
401,0.4912
402,0.3157
403,0.1508
404,0.7277
405,0.1657
406,0.739
407,0.1545
408,0.172
409,0.2202
410,1.4859
411,0.2245
412,0.2995
413,0.1762
414,0.3372
415,0.8465
416,0.2654
417,0.1953
418,0.1944
419,0.1412
420,0.1795
421,0.21
422,0.1131
423,0.1541
424,0.1422
425,0.5355
426,0.5644
427,0.2717
428,0.3898
429,0.1883
430,0.183
