,0
0,0.8523
1,1.6701
2,1.7333
3,1.2661
4,0.9732
5,0.9689
6,0.9143
7,1.0703
8,1.0497
9,1.1952
10,2.0159
11,1.2286
12,0.9247
13,1.7519
14,1.684
15,1.9799
16,1.3266
17,0.7348
18,1.7222
19,0.7867
20,0.4865
21,1.5052
22,1.6826
23,1.923
24,0.788
25,1.1665
26,1.1328
27,1.0903
28,1.7245
29,1.3493
30,1.5707
31,0.9474
32,0.7906
33,12.1032
34,0.6077
35,0.932
36,0.6807
37,3.7595
38,0.9205
39,0.8587
40,1.1069
41,0.243
42,0.9151
43,1.1109
44,0.4929
45,0.6718
46,0.1708
47,3.322
48,0.4031
49,1.5741
50,0.67
51,0.2156
52,0.8308
53,0.2315
54,0.2833
55,0.9428
56,0.181
57,1.0481
58,0.2729
59,0.7517
60,0.1198
61,1.0206
62,0.4762
63,0.8155
64,4.7105
65,0.1768
66,0.3717
67,0.2107
68,0.3775
69,0.4662
70,1.0113
71,1.4103
72,0.3804
73,2.6589
74,0.2101
75,0.6755
76,0.4358
77,1.0565
78,1.0448
79,0.8456
80,0.1197
81,0.4921
82,0.189
83,0.1102
84,0.3289
85,1.2923
86,1.3137
87,0.1865
88,0.9099
89,0.227
90,0.4599
91,0.1905
92,0.1921
93,0.5531
94,0.3465
95,0.3609
96,0.2479
97,0.6426
98,0.1113
99,0.8888
100,0.2937
101,0.4559
102,0.293
103,1.0721
104,0.1839
105,0.4918
106,1.9243
107,0.1627
108,0.1686
109,0.3677
110,0.386
111,0.2714
112,0.2177
113,0.1982
114,0.2902
115,0.1376
116,0.3113
117,0.1648
118,0.6269
119,0.7548
120,0.3475
121,0.1677
122,0.1184
123,0.2414
124,0.2902
125,0.1214
126,0.1267
127,0.3709
128,0.2331
129,0.5697
130,0.2219
131,0.1704
132,0.1901
133,0.1829
134,0.63
135,0.291
136,0.2396
137,0.329
138,0.1084
139,0.4809
140,0.2613
141,0.2825
142,0.2233
143,1.8807
144,0.1848
145,0.1436
146,0.1648
147,0.1371
148,0.8156
149,0.2036
150,0.2171
151,0.1174
152,0.2221
153,0.1069
154,0.1385
155,0.2954
156,0.2694
157,0.2269
158,0.2167
159,0.186
160,0.4818
161,0.3328
162,0.2159
163,0.1763
164,0.2436
165,0.1616
166,0.4474
167,1.4385
168,0.1757
169,0.109
170,1.1938
171,0.6444
172,0.1264
173,0.2007
174,0.1207
175,0.314
176,0.1783
177,0.2909
178,0.4705
179,0.3296
180,0.177
181,0.672
182,0.3858
183,0.3268
184,0.5193
185,0.3502
186,0.5685
187,0.2332
188,0.4204
189,0.2176
190,0.3301
191,0.4268
192,0.5843
193,0.3483
194,0.3038
195,0.4281
196,0.2948
197,0.2569
198,1.7493
199,0.1885
200,0.6165
201,0.41
