,0
0,0.166
1,0.2828
2,0.7073
3,0.5966
4,0.1566
5,0.1835
6,0.4246
7,0.1969
8,0.1189
9,0.2078
10,0.6547
11,0.6919
12,0.2855
13,0.4278
14,0.2138
15,0.2739
16,0.2524
17,0.1955
18,0.4142
19,0.1428
20,0.6997
21,0.199
22,0.1914
23,0.5984
24,0.3442
25,0.4709
26,0.5291
27,0.282
28,0.5519
29,0.7114
30,0.2399
31,0.4424
32,0.3213
33,1.6216
34,0.5882
35,0.2016
36,0.3456
37,0.3061
38,0.192
39,0.1749
40,0.3695
41,0.4119
42,0.2691
43,0.2037
44,0.3508
45,0.1969
46,0.1749
47,0.3398
48,0.4031
49,0.1534
50,0.1428
51,0.1542
52,0.1646
53,0.1733
54,0.2874
55,0.3225
56,0.1765
57,0.3045
58,0.1125
59,0.2124
60,0.112
61,0.2189
62,0.1694
63,0.2495
64,0.4699
65,0.405
66,0.2314
67,0.1458
68,0.2303
69,0.3965
70,0.3201
71,0.4238
72,0.1782
73,0.2908
74,0.2714
75,0.1875
76,0.2245
77,0.1794
78,0.2767
79,0.1528
80,0.3553
81,0.2478
82,0.387
83,0.3365
84,0.3302
85,0.204
86,0.2042
87,0.136
88,0.1567
89,0.3408
90,0.2416
91,0.2008
92,0.1832
93,0.3807
94,0.2136
95,0.2273
96,0.4356
97,0.2101
98,0.3925
99,0.4356
100,0.4159
101,0.2804
102,0.9066
103,0.2785
104,0.1485
105,0.3203
106,0.2872
107,0.1394
108,0.494
109,0.2863
110,0.4263
111,0.1469
112,0.244
113,0.2463
114,1.0667
115,0.1045
116,0.3315
117,0.1148
118,0.1726
119,0.2698
120,0.404
121,0.2182
122,0.151
123,0.2593
124,0.2192
125,0.1769
126,0.1487
127,0.1615
128,0.2523
129,0.3764
130,0.2281
131,0.1941
132,0.1601
133,0.2395
134,0.4106
135,0.2935
136,0.2997
137,0.2143
138,0.2394
139,0.25
140,0.2675
141,0.219
142,0.3556
143,0.3509
144,0.3649
145,0.1507
146,0.1296
147,0.2421
148,0.2321
149,0.3109
150,0.2454
151,0.2028
152,0.2137
153,0.4367
154,0.2306
155,0.3109
156,0.1115
157,0.3213
158,0.093
159,0.1667
160,0.3802
161,0.3031
162,0.4469
163,0.3193
164,0.3021
165,0.1185
166,0.1686
167,0.112
168,0.4185
169,0.1475
170,0.3129
171,0.2033
172,0.146
173,0.142
174,0.3377
175,0.1155
176,0.2041
177,0.3585
178,0.2017
179,0.1787
180,0.2383
181,0.2271
182,0.1492
183,0.1517
184,0.189
185,0.2071
186,0.2442
187,0.2842
188,0.1952
189,0.1974
190,0.265
191,0.3092
192,0.2312
193,0.17
194,0.3649
195,0.1305
196,0.2872
197,0.3727
198,0.2474
199,0.1519
200,0.4535
201,0.0998
202,0.2663
203,0.3317
204,0.1799
205,0.1741
206,0.241
207,0.2185
208,0.2289
209,0.3548
210,0.2159
211,0.1888
212,0.2036
213,0.2541
214,0.5767
215,0.1612
216,0.1721
217,0.1964
218,0.4174
219,0.1751
220,0.4146
221,0.2684
222,0.2218
223,0.2013
224,0.116
225,0.1842
226,0.4267
227,0.3305
228,0.148
229,0.2665
230,0.195
231,0.2315
232,0.2524
233,0.268
234,0.1953
235,0.2834
236,0.2029
237,0.3587
238,0.3759
239,0.2185
240,0.159
241,0.3443
242,0.1509
243,0.4061
244,0.2539
245,0.1803
246,0.2873
247,0.4824
248,0.5405
249,0.5267
250,0.5203
251,0.1094
252,0.1469
253,0.1991
254,0.3086
255,0.237
256,0.1029
257,0.1471
258,0.4159
259,0.2482
260,0.3077
261,0.2671
262,0.2357
263,0.2524
264,0.278
265,0.3968
266,0.2483
267,0.1643
268,0.228
269,0.2893
270,0.3738
271,0.1704
272,0.1685
273,0.174
274,0.2181
275,0.2052
276,0.1654
277,0.1126
278,0.1641
279,0.1343
280,0.3181
281,0.2724
282,0.3127
283,0.2055
284,0.1911
285,0.2188
286,0.2588
287,0.1375
288,0.1245
289,0.2619
290,0.4249
291,0.17
292,0.3954
293,0.2411
294,0.2224
295,0.244
296,0.1914
297,0.2812
298,0.1689
299,0.1552
300,0.2882
301,0.3354
302,0.4325
303,0.3194
304,0.3938
305,0.2275
306,0.3509
307,0.3988
308,0.3275
309,0.4447
310,0.2409
311,0.3426
312,0.215
313,0.2964
314,0.4605
315,0.2164
316,0.1891
317,0.2874
318,0.2382
319,0.3477
320,0.2894
321,0.2076
322,0.1413
323,0.2607
324,0.1634
325,0.26
326,0.1835
327,0.215
328,0.2021
329,0.2283
330,0.2785
331,0.2512
332,0.2235
333,0.3461
334,0.2057
335,0.2026
336,0.1767
337,0.2484
338,0.1479
339,0.1888
340,0.2975
341,0.2192
342,0.2834
343,0.2363
344,0.2873
345,0.2961
346,0.2085
347,0.2049
348,0.3476
349,0.4387
350,0.2008
351,0.4699
352,0.4275
353,0.4208
354,0.3422
355,0.4449
356,0.2373
357,0.4754
358,0.3068
359,0.1969
360,0.2229
361,0.275
362,0.3687
363,0.3415
364,0.3784
365,0.2374
366,0.1329
367,0.2
368,0.4282
369,0.1515
370,0.2264
371,0.2601
372,0.1448
373,0.1395
374,0.1646
375,0.2572
376,0.1431
377,0.19
378,0.222
379,0.7785
380,0.1429
381,0.315
382,0.1282
383,0.1749
384,0.3069
385,0.2407
386,0.3052
387,0.1921
388,0.4015
389,0.1373
390,0.1847
391,0.2022
392,0.188
393,0.2328
394,0.4202
395,0.2703
396,0.1927
397,0.1586
398,0.1577
399,0.0969
400,0.1835
401,0.183
402,0.1872
403,0.2399
404,0.2806
405,0.1643
406,0.3583
407,0.2429
408,0.176
409,0.138
410,0.3185
411,0.4258
412,0.1453
413,0.1473
414,0.0961
415,0.2114
416,0.2035
417,0.1155
418,0.2002
419,0.2004
420,0.1983
421,0.2139
422,0.1895
423,0.2568
424,0.1212
425,0.344
426,0.2236
427,0.3763
428,0.2112
429,0.2199
430,0.2801
431,0.3225
432,0.2359
433,0.2847
434,0.1796
435,0.2079
436,0.1047
437,0.2304
438,0.2972
439,0.1271
440,0.2632
441,0.1315
442,0.1501
443,0.4264
444,0.3961
445,0.2497
446,0.1355
447,0.1576
448,0.3694
449,0.1976
450,0.191
451,0.2105
452,0.4504
453,0.3164
454,0.1036
455,0.2405
456,0.1758
457,0.2587
458,0.2137
459,0.2031
460,0.3489
461,0.1564
462,0.1132
463,0.3046
464,0.2787
465,0.4585
466,0.2111
467,0.2802
468,0.6138
469,0.4329
470,0.4196
471,0.1578
472,0.2555
473,0.1705
474,0.3867
475,0.2184
476,0.1009
477,0.1567
478,0.156
479,0.8439
480,0.5229
481,0.465
482,0.2118
483,0.3554
484,0.3256
485,0.2058
486,0.2325
487,0.1825
488,0.4762
489,0.3119
490,0.5631
491,0.158
492,0.2028
493,0.5299
494,0.2949
495,0.0966
496,0.7678
497,0.782
498,0.1342
499,0.2044
500,0.2567
501,0.4446
502,0.7193
503,0.2993
504,0.2354
505,0.3642
506,0.2139
507,0.3514
508,0.3815
509,0.2835
510,0.209
511,0.1312
512,0.3285
513,0.4839
514,0.9466
515,0.185
516,0.3822
517,0.1204
518,0.1963
519,0.1501
520,0.7047
521,0.2447
522,0.1271
523,0.1261
524,0.4914
525,0.6588
526,0.1624
527,0.1365
528,0.1921
529,0.1228
530,0.1935
531,0.239
532,0.1154
533,0.1084
534,0.6277
535,0.2279
536,0.1991
537,0.7867
538,0.1203
539,0.3074
540,0.2777
541,0.1702
542,0.1881
543,0.1516
544,0.2737
545,0.2632
546,0.1399
547,0.262
548,0.2265
549,0.3631
550,0.4968
551,0.34
552,0.1895
553,0.1893
554,0.2094
555,0.2099
556,0.3546
557,0.1516
558,0.1621
559,0.2536
560,0.2383
561,0.3321
562,0.1757
563,0.1536
564,0.2018
565,0.171
566,0.2292
567,0.3701
568,0.2952
569,0.2571
570,0.2193
571,0.4815
572,0.1626
573,0.4907
574,0.1954
575,0.2313
576,0.1871
577,0.2754
578,0.4846
579,0.4446
580,0.3166
581,0.2179
582,0.3315
583,0.2239
584,0.1191
585,0.3286
586,0.3142
587,0.2986
588,0.1976
589,0.3281
590,0.4813
591,0.3223
592,0.1937
593,0.1492
594,0.156
595,0.2941
596,0.3206
597,0.1847
598,0.3863
599,0.2583
600,0.3774
601,0.3787
602,0.2539
603,0.1325
604,0.4646
605,0.1418
606,0.161
607,0.2423
608,0.4117
609,0.3115
610,0.1469
611,0.4337
612,0.264
613,0.2924
614,0.2394
615,0.2449
616,0.3437
617,0.3515
618,0.3451
619,0.3407
620,0.204
621,0.3144
622,0.1922
623,0.1817
624,0.241
625,0.1952
626,0.2314
627,0.3904
628,0.2671
629,0.4029
630,0.116
631,0.2131
632,0.1842
633,0.1396
634,0.1251
635,0.3113
636,0.3272
637,0.4345
638,0.3069
639,0.191
640,0.3244
641,0.32
642,0.2555
643,0.2978
644,0.2148
645,0.1369
646,0.2365
647,0.1821
648,0.4099
649,0.2279
650,0.1851
651,0.224
652,0.1745
653,0.1926
654,0.1589
655,0.2784
656,0.3677
657,0.1438
658,0.3294
659,0.359
660,0.1888
661,0.2136
662,0.2411
663,0.1499
664,0.1631
665,0.1671
666,1.2094
667,0.3327
668,0.2238
669,0.326
670,0.2237
671,0.3043
672,0.1361
673,0.1271
674,0.3814
675,0.2114
676,0.4414
677,0.2471
678,0.8849
679,0.3816
680,0.4743
681,0.2153
682,0.2651
683,0.2177
684,0.1871
685,0.1287
686,0.8446
687,0.5451
688,0.5801
689,0.3885
690,0.2441
691,0.2742
692,0.4121
693,0.2129
694,0.3467
695,0.405
696,0.122
697,0.1059
698,0.1954
699,0.5211
700,0.328
701,0.3747
702,0.2825
703,0.2612
704,0.2101
705,0.243
706,0.3593
707,0.2544
708,0.2545
709,0.2185
710,0.2175
711,0.2276
712,0.4088
713,0.3274
714,0.1639
715,0.3324
716,0.4374
717,0.3435
718,0.3481
719,0.2215
720,0.2733
721,0.2875
722,0.4223
723,0.1683
724,0.4059
725,0.2431
726,0.1738
727,0.2465
728,0.3582
729,0.4168
730,0.1606
731,0.3592
732,0.3994
733,0.129
734,0.5034
735,0.8838
736,0.3565
737,0.5884
738,0.1853
739,0.2945
740,0.5143
741,0.2758
742,0.2466
743,0.1388
744,0.1583
745,0.153
746,0.2985
747,0.2032
748,0.166
749,0.1852
750,0.189
751,0.3365
752,0.1439
753,0.2836
754,0.4143
755,0.1753
756,0.3361
757,0.3413
758,0.3855
759,0.2899
760,0.233
761,0.2657
762,0.1394
763,1.6016
764,0.186
765,0.1481
766,0.1419
767,0.2898
768,0.3555
769,0.1983
770,0.3051
771,0.3521
772,0.1847
773,0.1795
774,0.389
775,0.2322
776,0.4288
777,0.3081
778,0.168
779,0.2558
780,0.4422
781,0.4825
782,0.3489
783,0.1789
784,0.1807
785,0.2221
